old_url,final_status,final_path,chain,ranked_keywords,top3_keywords,verdict
https://got-moles.com/mole-control-tacoma/,200,https://project-pf8c6.vercel.app/mole-control-tacoma,308 https://project-pf8c6.vercel.app/mole-control-tacoma/ -> /mole-control-tacoma | 200 https://project-pf8c6.vercel.app/mole-control-tacoma,25,15,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellant-federal-way/,200,https://project-pf8c6.vercel.app/mole-control-federal-way,308 https://project-pf8c6.vercel.app/mole-repellant-federal-way/ -> /mole-repellant-federal-way | 308 https://project-pf8c6.vercel.app/mole-repellant-federal-way -> /mole-control-federal-way | 200 https://project-pf8c6.vercel.app/mole-control-federal-way,15,15,SAME URL (identical pattern on new site)
https://got-moles.com/do-moles-bite/,404,https://project-pf8c6.vercel.app/blog/do-moles-bite,308 https://project-pf8c6.vercel.app/do-moles-bite/ -> /do-moles-bite | 308 https://project-pf8c6.vercel.app/do-moles-bite -> /blog/do-moles-bite | 404 https://project-pf8c6.vercel.app/blog/do-moles-bite -> ,33,14,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-control-des-moines/,200,https://project-pf8c6.vercel.app/mole-control-des-moines,308 https://project-pf8c6.vercel.app/mole-control-des-moines/ -> /mole-control-des-moines | 200 https://project-pf8c6.vercel.app/mole-control-des-moines,27,12,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-bonney-lake/,200,https://project-pf8c6.vercel.app/mole-control-bonney-lake,308 https://project-pf8c6.vercel.app/mole-control-bonney-lake/ -> /mole-control-bonney-lake | 200 https://project-pf8c6.vercel.app/mole-control-bonney-lake,18,12,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-centralia/,404,https://project-pf8c6.vercel.app/mole-control-centralia,308 https://project-pf8c6.vercel.app/mole-control-centralia/ -> /mole-control-centralia | 404 https://project-pf8c6.vercel.app/mole-control-centralia -> ,18,12,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-trapping-olympia/,200,https://project-pf8c6.vercel.app/mole-control-olympia,308 https://project-pf8c6.vercel.app/mole-trapping-olympia/ -> /mole-trapping-olympia | 308 https://project-pf8c6.vercel.app/mole-trapping-olympia -> /mole-control-olympia | 200 https://project-pf8c6.vercel.app/mole-control-olympia,11,11,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-orting/,200,https://project-pf8c6.vercel.app/mole-control-orting,308 https://project-pf8c6.vercel.app/mole-control-orting/ -> /mole-control-orting | 200 https://project-pf8c6.vercel.app/mole-control-orting,11,10,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control/,200,https://project-pf8c6.vercel.app/services/total-mole-control-program,308 https://project-pf8c6.vercel.app/mole-control/ -> /mole-control | 308 https://project-pf8c6.vercel.app/mole-control -> /services/total-mole-control-program | 200 https://project-pf8c6.vercel.app/services/total-mole-control-program,25,9,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-auburn/,200,https://project-pf8c6.vercel.app/mole-control-auburn,308 https://project-pf8c6.vercel.app/mole-control-auburn/ -> /mole-control-auburn | 200 https://project-pf8c6.vercel.app/mole-control-auburn,14,9,SAME URL (identical pattern on new site)
https://got-moles.com/what-do-moles-eat/,200,https://project-pf8c6.vercel.app/blog/what-do-moles-eat,308 https://project-pf8c6.vercel.app/what-do-moles-eat/ -> /what-do-moles-eat | 308 https://project-pf8c6.vercel.app/what-do-moles-eat -> /blog/what-do-moles-eat | 200 https://project-pf8c6.vercel.app/blog/what-do-moles-eat,102,7,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellant-tacoma/,200,https://project-pf8c6.vercel.app/mole-control-tacoma,308 https://project-pf8c6.vercel.app/mole-repellant-tacoma/ -> /mole-repellant-tacoma | 308 https://project-pf8c6.vercel.app/mole-repellant-tacoma -> /mole-control-tacoma | 200 https://project-pf8c6.vercel.app/mole-control-tacoma,7,7,SAME URL (identical pattern on new site)
https://got-moles.com/spanaway-mole-exterminator/,404,https://project-pf8c6.vercel.app/spanaway-mole-exterminator,308 https://project-pf8c6.vercel.app/spanaway-mole-exterminator/ -> /spanaway-mole-exterminator | 404 https://project-pf8c6.vercel.app/spanaway-mole-exterminator -> ,7,7,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-control-kirkland/,200,https://project-pf8c6.vercel.app/mole-control-kirkland,308 https://project-pf8c6.vercel.app/mole-control-kirkland/ -> /mole-control-kirkland | 200 https://project-pf8c6.vercel.app/mole-control-kirkland,19,6,SAME URL (identical pattern on new site)
https://got-moles.com/issaquah-mole-control/,200,https://project-pf8c6.vercel.app/mole-control-issaquah,308 https://project-pf8c6.vercel.app/issaquah-mole-control/ -> /issaquah-mole-control | 308 https://project-pf8c6.vercel.app/issaquah-mole-control -> /mole-control-issaquah | 200 https://project-pf8c6.vercel.app/mole-control-issaquah,7,6,SAME URL (identical pattern on new site)
https://got-moles.com/kenmore-mole-control/,200,https://project-pf8c6.vercel.app/mole-control-kenmore,308 https://project-pf8c6.vercel.app/kenmore-mole-control/ -> /kenmore-mole-control | 308 https://project-pf8c6.vercel.app/kenmore-mole-control -> /mole-control-kenmore | 200 https://project-pf8c6.vercel.app/mole-control-kenmore,7,6,SAME URL (identical pattern on new site)
https://got-moles.com/kenmore/,200,https://project-pf8c6.vercel.app/mole-control-kenmore,308 https://project-pf8c6.vercel.app/kenmore/ -> /kenmore | 308 https://project-pf8c6.vercel.app/kenmore -> /mole-control-kenmore | 200 https://project-pf8c6.vercel.app/mole-control-kenmore,6,6,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellent-snoqualmie/,404,https://project-pf8c6.vercel.app/mole-repellent-snoqualmie,308 https://project-pf8c6.vercel.app/mole-repellent-snoqualmie/ -> /mole-repellent-snoqualmie | 404 https://project-pf8c6.vercel.app/mole-repellent-snoqualmie -> ,6,6,"GAP - no redirect, 404 on new site"
https://got-moles.com/mukilteo/,200,https://project-pf8c6.vercel.app/mole-control-mukilteo,308 https://project-pf8c6.vercel.app/mukilteo/ -> /mukilteo | 308 https://project-pf8c6.vercel.app/mukilteo -> /mole-control-mukilteo | 200 https://project-pf8c6.vercel.app/mole-control-mukilteo,6,6,SAME URL (identical pattern on new site)
https://got-moles.com/kirkland/,200,https://project-pf8c6.vercel.app/mole-control-kirkland,308 https://project-pf8c6.vercel.app/kirkland/ -> /kirkland | 308 https://project-pf8c6.vercel.app/kirkland -> /mole-control-kirkland | 200 https://project-pf8c6.vercel.app/mole-control-kirkland,31,5,SAME URL (identical pattern on new site)
https://got-moles.com/bothell/,200,https://project-pf8c6.vercel.app/mole-control-bothell,308 https://project-pf8c6.vercel.app/bothell/ -> /bothell | 308 https://project-pf8c6.vercel.app/bothell -> /mole-control-bothell | 200 https://project-pf8c6.vercel.app/mole-control-bothell,11,5,SAME URL (identical pattern on new site)
https://got-moles.com/issaquah/,200,https://project-pf8c6.vercel.app/mole-control-issaquah,308 https://project-pf8c6.vercel.app/issaquah/ -> /issaquah | 308 https://project-pf8c6.vercel.app/issaquah -> /mole-control-issaquah | 200 https://project-pf8c6.vercel.app/mole-control-issaquah,8,5,SAME URL (identical pattern on new site)
https://got-moles.com/mole-trapping-sammamish/,200,https://project-pf8c6.vercel.app/mole-control-sammamish,308 https://project-pf8c6.vercel.app/mole-trapping-sammamish/ -> /mole-trapping-sammamish | 308 https://project-pf8c6.vercel.app/mole-trapping-sammamish -> /mole-control-sammamish | 200 https://project-pf8c6.vercel.app/mole-control-sammamish,8,5,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-redmond/,200,https://project-pf8c6.vercel.app/mole-control-redmond,308 https://project-pf8c6.vercel.app/mole-control-redmond/ -> /mole-control-redmond | 200 https://project-pf8c6.vercel.app/mole-control-redmond,6,5,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-sumner-2/,404,https://project-pf8c6.vercel.app/mole-control-sumner-2,308 https://project-pf8c6.vercel.app/mole-control-sumner-2/ -> /mole-control-sumner-2 | 404 https://project-pf8c6.vercel.app/mole-control-sumner-2 -> ,5,5,"GAP - no redirect, 404 on new site"
https://got-moles.com/do-moles-carry-diseases/,404,https://project-pf8c6.vercel.app/blog/do-moles-carry-diseases,308 https://project-pf8c6.vercel.app/do-moles-carry-diseases/ -> /do-moles-carry-diseases | 308 https://project-pf8c6.vercel.app/do-moles-carry-diseases -> /blog/do-moles-carry-diseases | 404 https://project-pf8c6.vercel.app/blog/do-moles-carry-diseases -> ,25,4,"GAP - no redirect, 404 on new site"
https://got-moles.com/are-moles-nocturnal/,404,https://project-pf8c6.vercel.app/blog/are-moles-nocturnal,308 https://project-pf8c6.vercel.app/are-moles-nocturnal/ -> /are-moles-nocturnal | 308 https://project-pf8c6.vercel.app/are-moles-nocturnal -> /blog/are-moles-nocturnal | 404 https://project-pf8c6.vercel.app/blog/are-moles-nocturnal -> ,17,4,"GAP - no redirect, 404 on new site"
https://got-moles.com/enumclaw/,200,https://project-pf8c6.vercel.app/mole-control-enumclaw,308 https://project-pf8c6.vercel.app/enumclaw/ -> /enumclaw | 308 https://project-pf8c6.vercel.app/enumclaw -> /mole-control-enumclaw | 200 https://project-pf8c6.vercel.app/mole-control-enumclaw,7,4,SAME URL (identical pattern on new site)
https://got-moles.com/mole-trapping-federal-way/,200,https://project-pf8c6.vercel.app/mole-control-federal-way,308 https://project-pf8c6.vercel.app/mole-trapping-federal-way/ -> /mole-trapping-federal-way | 308 https://project-pf8c6.vercel.app/mole-trapping-federal-way -> /mole-control-federal-way | 200 https://project-pf8c6.vercel.app/mole-control-federal-way,4,4,SAME URL (identical pattern on new site)
https://got-moles.com/snoqualmie/,200,https://project-pf8c6.vercel.app/mole-control-snoqualmie,308 https://project-pf8c6.vercel.app/snoqualmie/ -> /snoqualmie | 308 https://project-pf8c6.vercel.app/snoqualmie -> /mole-control-snoqualmie | 200 https://project-pf8c6.vercel.app/mole-control-snoqualmie,4,4,SAME URL (identical pattern on new site)
https://got-moles.com/maple-valley/,200,https://project-pf8c6.vercel.app/mole-control-maple-valley,308 https://project-pf8c6.vercel.app/maple-valley/ -> /maple-valley | 308 https://project-pf8c6.vercel.app/maple-valley -> /mole-control-maple-valley | 200 https://project-pf8c6.vercel.app/mole-control-maple-valley,4,3,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-olympia/,200,https://project-pf8c6.vercel.app/mole-control-olympia,308 https://project-pf8c6.vercel.app/mole-control-olympia/ -> /mole-control-olympia | 200 https://project-pf8c6.vercel.app/mole-control-olympia,4,3,SAME URL (identical pattern on new site)
https://got-moles.com/mole-trapping-sumner/,200,https://project-pf8c6.vercel.app/mole-control-sumner,308 https://project-pf8c6.vercel.app/mole-trapping-sumner/ -> /mole-trapping-sumner | 308 https://project-pf8c6.vercel.app/mole-trapping-sumner -> /mole-control-sumner | 200 https://project-pf8c6.vercel.app/mole-control-sumner,3,3,SAME URL (identical pattern on new site)
https://got-moles.com/tacoma-mole-removal,200,https://project-pf8c6.vercel.app/mole-control-tacoma,308 https://project-pf8c6.vercel.app/tacoma-mole-removal -> /mole-control-tacoma | 200 https://project-pf8c6.vercel.app/mole-control-tacoma,3,3,SAME URL (identical pattern on new site)
https://got-moles.com/mole-trapping-puyallup/,200,https://project-pf8c6.vercel.app/mole-control-puyallup,308 https://project-pf8c6.vercel.app/mole-trapping-puyallup/ -> /mole-trapping-puyallup | 308 https://project-pf8c6.vercel.app/mole-trapping-puyallup -> /mole-control-puyallup | 200 https://project-pf8c6.vercel.app/mole-control-puyallup,10,2,SAME URL (identical pattern on new site)
https://got-moles.com/what-species-of-moles-live-in-washington-state/,404,https://project-pf8c6.vercel.app/blog/what-species-of-moles-live-in-washington-state,308 https://project-pf8c6.vercel.app/what-species-of-moles-live-in-washington-state/ -> /what-species-of-moles-live-in-washington-state | 308 https://project-pf8c6.vercel.app/what-species-of-moles-live-in-washington-state -> /blog/what-species-of-moles-live-in-washington-state | 404 https://project-pf8c6.vercel.app/blog/what-species-of-moles-live-in-washington-state -> ,9,2,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-trapping-maple-valley/,200,https://project-pf8c6.vercel.app/mole-control-maple-valley,308 https://project-pf8c6.vercel.app/mole-trapping-maple-valley/ -> /mole-trapping-maple-valley | 308 https://project-pf8c6.vercel.app/mole-trapping-maple-valley -> /mole-control-maple-valley | 200 https://project-pf8c6.vercel.app/mole-control-maple-valley,5,2,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-gig-harbor/,200,https://project-pf8c6.vercel.app/mole-control-gig-harbor,308 https://project-pf8c6.vercel.app/mole-control-gig-harbor/ -> /mole-control-gig-harbor | 200 https://project-pf8c6.vercel.app/mole-control-gig-harbor,4,2,SAME URL (identical pattern on new site)
https://got-moles.com/algona-mole-control/,404,https://project-pf8c6.vercel.app/algona-mole-control,308 https://project-pf8c6.vercel.app/algona-mole-control/ -> /algona-mole-control | 404 https://project-pf8c6.vercel.app/algona-mole-control -> ,2,2,"GAP - no redirect, 404 on new site"
https://got-moles.com/graham/,200,https://project-pf8c6.vercel.app/mole-control-graham,308 https://project-pf8c6.vercel.app/graham/ -> /graham | 308 https://project-pf8c6.vercel.app/graham -> /mole-control-graham | 200 https://project-pf8c6.vercel.app/mole-control-graham,2,2,SAME URL (identical pattern on new site)
https://got-moles.com/lake-tapps-mole-control/,404,https://project-pf8c6.vercel.app/lake-tapps-mole-control,308 https://project-pf8c6.vercel.app/lake-tapps-mole-control/ -> /lake-tapps-mole-control | 404 https://project-pf8c6.vercel.app/lake-tapps-mole-control -> ,2,2,"GAP - no redirect, 404 on new site"
https://got-moles.com/mill-creek-mole-extermination/,404,https://project-pf8c6.vercel.app/mill-creek-mole-extermination,308 https://project-pf8c6.vercel.app/mill-creek-mole-extermination/ -> /mill-creek-mole-extermination | 404 https://project-pf8c6.vercel.app/mill-creek-mole-extermination -> ,2,2,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-control-dupont/,200,https://project-pf8c6.vercel.app/mole-control-dupont,308 https://project-pf8c6.vercel.app/mole-control-dupont/ -> /mole-control-dupont | 200 https://project-pf8c6.vercel.app/mole-control-dupont,2,2,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellant-issaquah/,200,https://project-pf8c6.vercel.app/mole-control-issaquah,308 https://project-pf8c6.vercel.app/mole-repellant-issaquah/ -> /mole-repellant-issaquah | 308 https://project-pf8c6.vercel.app/mole-repellant-issaquah -> /mole-control-issaquah | 200 https://project-pf8c6.vercel.app/mole-control-issaquah,2,2,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellant-kirkland/,200,https://project-pf8c6.vercel.app/mole-control-kirkland,308 https://project-pf8c6.vercel.app/mole-repellant-kirkland/ -> /mole-repellant-kirkland | 308 https://project-pf8c6.vercel.app/mole-repellant-kirkland -> /mole-control-kirkland | 200 https://project-pf8c6.vercel.app/mole-control-kirkland,2,2,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellent-sumner/,404,https://project-pf8c6.vercel.app/mole-repellent-sumner,308 https://project-pf8c6.vercel.app/mole-repellent-sumner/ -> /mole-repellent-sumner | 404 https://project-pf8c6.vercel.app/mole-repellent-sumner -> ,2,2,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-trapping-mercer-island/,200,https://project-pf8c6.vercel.app/mole-control-mercer-island,308 https://project-pf8c6.vercel.app/mole-trapping-mercer-island/ -> /mole-trapping-mercer-island | 308 https://project-pf8c6.vercel.app/mole-trapping-mercer-island -> /mole-control-mercer-island | 200 https://project-pf8c6.vercel.app/mole-control-mercer-island,2,2,SAME URL (identical pattern on new site)
https://got-moles.com/bellevue/,200,https://project-pf8c6.vercel.app/mole-control-bellevue,308 https://project-pf8c6.vercel.app/bellevue/ -> /bellevue | 308 https://project-pf8c6.vercel.app/bellevue -> /mole-control-bellevue | 200 https://project-pf8c6.vercel.app/mole-control-bellevue,7,1,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-mercer-island/,200,https://project-pf8c6.vercel.app/mole-control-mercer-island,308 https://project-pf8c6.vercel.app/mole-control-mercer-island/ -> /mole-control-mercer-island | 200 https://project-pf8c6.vercel.app/mole-control-mercer-island,6,1,SAME URL (identical pattern on new site)
https://got-moles.com/mercer-island/,200,https://project-pf8c6.vercel.app/mole-control-mercer-island,308 https://project-pf8c6.vercel.app/mercer-island/ -> /mercer-island | 308 https://project-pf8c6.vercel.app/mercer-island -> /mole-control-mercer-island | 200 https://project-pf8c6.vercel.app/mole-control-mercer-island,4,1,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-lacey/,200,https://project-pf8c6.vercel.app/mole-control-lacey,308 https://project-pf8c6.vercel.app/mole-control-lacey/ -> /mole-control-lacey | 200 https://project-pf8c6.vercel.app/mole-control-lacey,4,1,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-yelm/,200,https://project-pf8c6.vercel.app/mole-control-yelm,308 https://project-pf8c6.vercel.app/mole-control-yelm/ -> /mole-control-yelm | 200 https://project-pf8c6.vercel.app/mole-control-yelm,4,1,SAME URL (identical pattern on new site)
https://got-moles.com/mole-trapping-enumclaw/,200,https://project-pf8c6.vercel.app/mole-control-enumclaw,308 https://project-pf8c6.vercel.app/mole-trapping-enumclaw/ -> /mole-trapping-enumclaw | 308 https://project-pf8c6.vercel.app/mole-trapping-enumclaw -> /mole-control-enumclaw | 200 https://project-pf8c6.vercel.app/mole-control-enumclaw,4,1,SAME URL (identical pattern on new site)
https://got-moles.com/buckley/,200,https://project-pf8c6.vercel.app/mole-control-buckley,308 https://project-pf8c6.vercel.app/buckley/ -> /buckley | 308 https://project-pf8c6.vercel.app/buckley -> /mole-control-buckley | 200 https://project-pf8c6.vercel.app/mole-control-buckley,2,1,SAME URL (identical pattern on new site)
https://got-moles.com/edmonds-mole-control/,200,https://project-pf8c6.vercel.app/mole-control-edmonds,308 https://project-pf8c6.vercel.app/edmonds-mole-control/ -> /edmonds-mole-control | 308 https://project-pf8c6.vercel.app/edmonds-mole-control -> /mole-control-edmonds | 200 https://project-pf8c6.vercel.app/mole-control-edmonds,2,1,SAME URL (identical pattern on new site)
https://got-moles.com/fairwood/,404,https://project-pf8c6.vercel.app/fairwood,308 https://project-pf8c6.vercel.app/fairwood/ -> /fairwood | 404 https://project-pf8c6.vercel.app/fairwood -> ,1,1,"GAP - no redirect, 404 on new site"
https://got-moles.com/lynnwood/,200,https://project-pf8c6.vercel.app/mole-control-lynnwood,308 https://project-pf8c6.vercel.app/lynnwood/ -> /lynnwood | 308 https://project-pf8c6.vercel.app/lynnwood -> /mole-control-lynnwood | 200 https://project-pf8c6.vercel.app/mole-control-lynnwood,1,1,SAME URL (identical pattern on new site)
https://got-moles.com/medina-mole-control,404,https://project-pf8c6.vercel.app/medina-mole-control,404 https://project-pf8c6.vercel.app/medina-mole-control -> ,1,1,"GAP - no redirect, 404 on new site"
https://got-moles.com/medina-mole-extermination/,404,https://project-pf8c6.vercel.app/medina-mole-extermination,308 https://project-pf8c6.vercel.app/medina-mole-extermination/ -> /medina-mole-extermination | 404 https://project-pf8c6.vercel.app/medina-mole-extermination -> ,1,1,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-control-eatonville/,404,https://project-pf8c6.vercel.app/mole-control-eatonville,308 https://project-pf8c6.vercel.app/mole-control-eatonville/ -> /mole-control-eatonville | 404 https://project-pf8c6.vercel.app/mole-control-eatonville -> ,1,1,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-control-edgewood/,200,https://project-pf8c6.vercel.app/mole-control-edgewood,308 https://project-pf8c6.vercel.app/mole-control-edgewood/ -> /mole-control-edgewood | 200 https://project-pf8c6.vercel.app/mole-control-edgewood,1,1,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-lake-stevens/,200,https://project-pf8c6.vercel.app/mole-control-lake-stevens,308 https://project-pf8c6.vercel.app/mole-control-lake-stevens/ -> /mole-control-lake-stevens | 200 https://project-pf8c6.vercel.app/mole-control-lake-stevens,1,1,SAME URL (identical pattern on new site)
